,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41061,SGH808QNDR,02/06/2017,,On Site,1380W056_02,10.13.80.125,18-60-24-E5-5E-24,,EVALUATOR,4.00 GB,465.80 GB,222.4GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41562,3CQ8042DJZ, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,Others,Others,Unreadable,Unreadable, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Mouse,Others,Others,Unreadable,Unreadable,,,On Site,,,,,EVALUATOR,,,,,,,,,,,,,,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41060,SGH808QN8V,42772,,On Site,1380W013_01,10.13.80.85,18-60-24-E5-5C-23,,SUPPLY OFFICER/EVAL,4.00 GB,465.80 GB,353.9GB,1,Windows 10 32Bit,DL DEMERIT,0,,,1,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41554,3CQ8042F3D, ,,On Site, ,,,,SUPPLY OFFICER/EVAL, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,Others,Others,Unreadable,Unreadable, ,,On Site, ,,,,SUPPLY OFFICER/EVAL, , , , , , , ,, , , , , ,,,,,,
,1,1380,,CPU,CPU-PC,HP,HP DeskPro 400 G4,PE 41059,SGH808QN8X,42772,,On Site,1380W014_01,10.13.80.76,18-60-24-E5-5B-DA,,EVALUATOR,4.00 GB,465.80 GB,352.9GB,1,Windows 10 32Bit,DL DEMERIT,0,,0,0,0,0,Ver 4.0,,,,,,
,1,1380,,Monitor,Monitor-LCD,HP,Others,PE 41561,3CQ8042CD1, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
,1,1380,,Other Peripherals,Keyboard,Others,Others,Unreadable,Unreadable, ,,On Site, ,,,,EVALUATOR, , , , , , , ,, , , , , ,,,,,,
